20,460,648
460,455,648
460,456,455
237,361,121
237,334,361
334,237,641
237,456,641
456,237,121
313,54,221
221,54,465
54,404,465
54,77,404
195,371,386
371,132,386
132,371,605
538,549,115
549,195,115
204,150,578
150,204,214
240,173,338
240,91,173
91,240,75
304,378,353
102,304,353
304,102,71
352,59,300
352,387,545
387,352,300
51,352,545
59,352,51
116,373,662
680,116,662
116,680,431
406,297,502
218,479,628
479,218,315
219,218,284
218,219,315
370,58,153
153,58,666
58,190,666
58,370,106
190,58,106
98,282,68
282,284,68
282,219,284
219,282,75
282,91,75
91,282,98
559,615,24
478,559,24
559,478,279
639,559,279
138,526,532
525,539,613
669,350,563
350,525,563
245,642,501
642,245,325
292,620,556
620,292,225
556,620,459
459,620,388
620,359,388
359,620,225
292,377,611
377,193,223
193,377,556
377,292,556
179,658,631
303,668,213
658,303,213
668,303,429
123,99,327
123,625,99
247,543,324
543,247,298
623,122,652
122,623,324
623,247,324
160,623,652
14,160,652
160,14,682
1,559,639
559,1,615
407,28,320
320,28,106
479,28,628
28,479,106
261,344,585
261,407,320
261,320,6
608,261,6
344,261,608
619,9,661
9,619,98
98,619,655
587,685,351
568,587,351
685,587,279
587,568,566
587,686,279
686,587,566
368,554,67
554,368,130
308,462,345
178,527,71
527,178,130
368,527,130
527,368,228
536,302,15
342,540,15
302,342,15
342,683,271
342,302,683
383,634,411
683,634,271
634,448,411
634,683,448
421,53,271
634,421,271
421,634,383
421,384,53
421,383,32
384,421,32
318,227,400
603,500,11
603,11,92
576,603,92
424,484,272
331,504,362
504,366,552
552,366,648
366,20,648
376,621,531
621,87,531
588,376,254
588,108,560
621,588,560
588,621,376
376,440,254
364,544,560
238,364,449
599,238,449
238,599,542
137,185,547
419,89,362
89,331,362
331,89,272
360,146,449
146,599,449
113,70,30
534,656,60
599,234,542
137,630,210
630,137,419
630,419,362
220,630,362
203,185,323
203,209,547
185,203,547
311,166,125
382,311,125
76,166,519
166,76,125
674,343,601
76,343,125
343,76,601
665,382,539
525,665,539
311,665,251
665,311,382
665,350,251
350,665,525
591,616,133
616,189,436
593,22,70
593,589,22
589,593,248
109,441,233
441,11,270
233,441,270
441,570,11
441,109,269
570,441,269
147,564,676
163,86,275
86,616,436
86,163,133
616,86,133
684,224,176
176,224,436
224,86,436
86,224,275
224,506,275
506,224,684
193,506,223
506,684,223
480,287,422
109,480,422
480,109,233
287,480,505
571,591,133
164,571,133
571,287,505
571,164,287
480,507,505
507,480,233
656,493,60
493,288,60
507,493,505
493,507,288
500,23,270
573,4,309
4,573,410
573,136,410
136,573,26
117,259,347
259,454,347
454,259,536
409,452,600
452,409,410
409,636,410
409,117,636
286,511,183
257,511,286
55,4,636
473,55,636
590,55,627
4,55,590
257,201,550
201,473,550
201,257,265
201,265,627
55,201,627
201,55,473
558,286,183
558,483,286
483,558,679
321,586,581
66,586,321
586,66,590
586,241,581
586,590,627
241,586,627
79,650,321
471,79,321
79,471,413
187,101,374
101,609,374
609,101,56
80,187,65
63,249,126
612,249,63
249,612,609
420,524,313
524,54,313
54,524,77
77,524,207
499,638,417
638,420,417
423,332,622
443,423,622
381,423,443
332,423,640
255,446,450
446,255,443
208,150,214
84,208,214
630,258,210
258,630,220
154,460,535
456,154,641
460,154,456
25,396,562
25,371,195
549,25,195
25,549,396
174,25,562
25,174,371
371,174,605
174,490,605
389,490,200
605,389,466
490,389,605
214,124,143
204,124,214
490,202,200
202,124,204
124,202,562
202,174,562
174,202,490
394,204,578
202,394,200
394,202,204
464,304,71
527,464,71
427,219,75
219,427,315
315,427,431
427,116,431
373,607,356
116,607,373
427,607,116
607,427,75
240,607,75
607,240,356
236,425,356
654,236,338
236,240,338
240,236,356
439,289,284
218,439,284
439,218,628
289,439,677
354,439,628
677,439,354
498,138,251
498,669,379
526,498,379
138,498,526
498,350,669
350,498,251
377,110,611
611,110,613
110,525,613
525,110,563
110,223,563
110,377,223
179,157,53
342,157,540
53,157,271
157,342,271
540,528,324
528,179,631
157,528,540
528,157,179
528,122,324
122,528,631
179,243,658
243,303,658
243,179,53
384,243,53
123,398,625
247,398,298
625,31,99
144,31,625
31,144,205
144,682,205
144,160,682
1,232,407
232,28,407
354,232,639
232,1,639
232,354,628
28,232,628
169,1,407
169,261,585
261,169,407
1,169,615
169,585,537
615,169,537
425,111,67
111,368,67
368,111,228
488,308,345
488,345,181
175,488,181
375,488,175
651,395,107
659,395,597
395,659,107
57,227,412
57,576,158
57,158,400
227,57,400
108,645,360
424,645,254
645,588,254
588,645,108
260,34,416
34,484,673
103,34,673
34,103,416
339,424,254
339,484,424
484,339,673
339,651,673
440,339,254
339,440,651
331,541,260
541,331,272
484,541,272
541,34,260
34,541,484
489,366,504
489,331,260
331,489,504
632,186,412
512,376,531
512,440,376
632,512,531
603,629,500
629,186,500
186,629,412
629,57,412
629,603,576
57,629,576
12,544,364
238,12,364
510,89,419
510,146,360
146,486,599
486,234,599
209,486,547
234,486,209
137,139,419
139,510,419
510,139,146
139,486,146
139,137,547
486,139,547
534,120,217
132,322,386
322,242,386
242,322,380
319,322,132
311,40,166
166,40,582
138,40,251
40,311,251
582,40,532
40,138,532
509,76,519
601,509,141
76,509,601
343,583,125
583,568,447
382,583,447
583,382,125
568,546,566
546,343,674
583,546,568
546,583,343
566,546,496
546,674,496
482,616,591
22,482,30
482,22,189
616,482,189
482,191,30
191,482,591
534,508,656
508,191,656
191,508,30
508,534,217
508,113,30
113,508,217
305,193,435
305,506,193
305,335,275
506,305,275
235,147,245
235,245,501
291,235,501
335,235,291
88,147,676
245,88,325
147,88,245
434,233,270
434,507,233
23,434,270
507,434,288
283,191,591
493,283,505
191,283,656
283,493,656
283,571,505
571,283,591
186,470,500
470,23,500
94,573,309
94,309,433
430,94,433
94,430,453
26,94,453
573,94,26
72,302,536
259,72,536
617,13,600
13,259,117
72,13,617
13,72,259
13,409,600
409,13,117
511,392,183
398,274,298
274,398,123
402,485,640
476,402,640
402,476,80
476,101,187
80,476,187
249,574,126
574,445,457
574,273,126
273,574,457
372,249,609
372,56,316
372,609,56
445,372,316
574,372,445
372,574,249
446,162,450
162,446,84
162,84,143
307,162,143
649,307,143
396,649,562
124,649,143
649,124,562
524,262,207
262,524,420
423,293,640
293,476,640
476,293,101
101,293,56
293,381,56
293,423,381
310,446,443
399,310,622
310,443,622
208,310,399
446,310,84
310,208,84
150,0,633
208,0,150
633,0,17
0,208,399
0,491,17
491,0,399
258,170,188
149,170,552
188,170,149
170,220,552
170,258,220
464,230,304
378,230,397
304,230,378
230,464,375
230,21,397
230,375,21
168,464,527
308,168,228
168,527,228
488,168,308
464,168,375
168,488,375
236,415,425
415,236,654
415,654,406
415,406,502
111,415,502
415,111,425
461,243,384
461,384,38
303,461,429
243,461,303
461,635,429
461,38,635
2,144,625
623,2,247
160,2,623
144,2,160
398,2,625
2,398,247
333,111,502
111,333,228
333,308,228
462,333,502
308,333,462
664,489,260
664,260,416
664,487,142
487,664,416
276,395,651
440,276,651
512,276,440
688,438,544
12,688,544
50,529,135
529,688,135
688,529,438
529,50,180
438,675,544
621,675,87
675,621,560
544,675,560
688,10,135
10,688,12
580,238,542
580,12,238
580,10,12
89,469,272
510,469,89
469,510,360
469,424,272
645,469,360
469,645,424
171,120,534
171,534,60
322,405,380
340,405,414
405,319,414
319,405,322
405,177,380
624,319,132
156,624,466
624,605,466
624,132,605
177,131,575
131,188,575
405,131,177
131,405,340
90,258,188
131,90,188
90,131,340
258,90,210
319,561,414
314,561,156
561,624,156
624,561,319
557,626,314
561,626,414
626,561,314
235,140,147
140,305,435
305,140,335
140,235,335
564,140,435
147,140,564
434,8,288
8,434,23
513,470,186
632,513,186
87,513,531
513,632,531
330,617,172
330,72,617
330,172,448
683,330,448
302,330,683
72,330,302
474,257,550
474,511,257
402,290,485
485,290,42
42,290,413
290,79,413
79,18,650
18,402,80
290,18,79
18,290,402
44,162,307
162,44,450
44,499,450
44,638,499
69,649,396
649,69,307
489,263,366
664,263,489
366,263,20
263,33,20
33,263,142
263,664,142
276,565,395
565,227,318
565,318,597
395,565,597
523,276,512
523,632,412
523,512,632
227,523,412
565,523,227
523,565,276
672,171,180
171,672,120
50,672,180
614,90,340
614,340,414
626,614,414
470,239,23
239,8,23
474,145,511
145,474,274
145,392,511
392,145,327
145,123,327
145,274,123
474,604,274
274,604,298
454,604,550
604,474,550
298,604,49
604,454,49
285,18,80
285,80,65
602,285,65
285,602,196
262,646,207
69,646,262
646,538,207
646,549,538
549,646,396
646,69,396
515,69,262
638,515,420
515,262,420
69,515,307
515,44,307
44,515,638
90,494,210
614,494,90
494,137,210
137,494,185
548,626,557
548,614,626
548,557,323
548,494,614
185,548,323
494,548,185
513,118,470
118,239,470
118,513,87
43,529,180
529,43,438
239,463,8
288,463,60
8,463,288
503,285,196
285,503,18
18,503,650
650,503,433
503,430,433
430,503,196
43,497,438
497,118,87
675,497,87
497,675,438
595,463,239
595,497,43
118,595,239
497,595,118
393,43,180
171,393,180
393,595,43
595,393,463
393,171,60
463,393,60
